DATETIME,ERRORLEVEL,TAG,VALUE,LINE,FILE
"2015-09-23 04:34:51",DEBUG,DB,"UPDATE forums SET name = 'Thông báo' , description = 'Những thông báo mới nhất của Mu tại đây' WHERE id = 1;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-23 04:35:10",DEBUG,DB,"UPDATE forums SET name = 'Đóng góp | Đề xuất' , description = 'Những ý kiến ��ng g�p �ề xuất ��ợc BQT l�u ý v� c�n nhắc.' WHERE id = 6;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-23 04:35:23",DEBUG,DB,"UPDATE forums SET name = 'Tố cáo gian lận' , description = 'Phong Thần Bảng những game thủ sai tr�i ��ợc cập nhật danh s�ch tại ��y' WHERE id = 7;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-23 04:35:43",DEBUG,DB,"UPDATE categories SET name = '' WHERE id = 2;",59,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-23 04:36:04",DEBUG,DB,"UPDATE categories SET name = 'Quyền lục Bóng đêm' WHERE id = 2;",59,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-23 04:36:41",DEBUG,DB,"UPDATE forums SET name = 'Phù Thủy' , description = 'C� thể d�ng c�c ph�p thuật �ể tấn c�ng kẻ th�. Ngo�i ra, anh còn ta c� thể y�u cầu sự hỗ trợ từ những linh hồn b� ẩn' WHERE id = 8;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-23 08:59:26",DEBUG,DB,"UPDATE categories SET name = 'Lục Địa Mu' WHERE id = 1;",59,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-23 09:26:23",DEBUG,DB,"UPDATE forums SET name = 'Hướng dẫn | Kinh nghiệm chơi' , description = 'C�c b�i viết h�ớng dẫn c�ch ch�i game, c�c thủ thuật �ể luyện nh�n vật một c�ch tốt nhất.' WHERE id = 4;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-23 09:26:34",DEBUG,DB,"UPDATE forums SET name = 'Hướng dẫn | Kinh nghiệm chơi' , description = 'C�c b�i viết h�ớng dẫn c�ch ch�i game, c�c thủ thuật �ể luyện nh�n vật một c�ch tốt nhất.' WHERE id = 4;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-23 09:39:36",DEBUG,DB,"UPDATE forums SET name = 'Thông báo' , description = 'Những thông báo mới nhất của Mu tại đây' WHERE id = 1;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-23 09:41:28",DEBUG,DB,"UPDATE categories SET name = 'Lục Địa Mu' WHERE id = 1;",59,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-23 17:26:02",DEBUG,DB,"UPDATE categories SET name = 'Lục địa mu' WHERE id = 1;",59,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-23 17:45:40",DEBUG,DB,"UPDATE categories SET name = 'Lục địa mu' WHERE id = 1;",59,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-23 19:07:33",DEBUG,DB,"UPDATE messages SET subject = 'qw', body = ' qwge' WHERE id =14;",127,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-23 22:05:48",DEBUG,DB,"UPDATE forums SET name = 'Sự kiện Mu Online Việt Nam' , description = 'Các sự kiện nguyên bản Game MU Online và các sự kiện do chính các ðiều hành game phát triển và tổ chức cho các game thủ ' WHERE id = 2;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-23 22:09:15",DEBUG,DB,"UPDATE forums SET name = 'Thông báo' , description = 'Căn cứ Luật Tổ chức HĐND và UBND ngày 26 tháng 11 năm 2003; Căn cứ Luật Cán bộ, công chức ngày 13 tháng 11 năm 2008; Căn cứ Nghị định số 24/2010/NĐ-CP ngày 15 tháng 3 năm 2010 của Chính phủ quy định về tuyển dụng, sử dụng và quản lý công chức; Căn cứ Thông tư số 13/2010/TT-BNV ngày 30 tháng 12 năm 2010 của Bộ Nội vụ quy định chi tiết một số điều về tuyển dụng và nâng ngạch công chức của Nghị định số 24/2010/NĐ-CP ngày 15 tháng 3 năm 2010 của Chính phủ quy định về tuyển dụng, sử dụng và quản lý công chức; Căn cứ Quyết định số 2898/QĐ-UBND ngày 28 tháng 12 năm 2011 của UBND tỉnh Quảng Trị về việc ban hành ' WHERE id = 1;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-24 07:39:34",DEBUG,DB,"UPDATE forums SET name = 'Thông báo' , description = 'Căn cứ Luật Tổ chức HĐND và UBND ngày 26 tháng 11 năm 2003; Căn cứ Luật Cán bộ, công chức ngày 13 tháng 11 năm 2008; Căn cứ Nghị định số 24/2010/NĐ-CP ngày 15 tháng 3 năm 2010 của Chính phủ quy định về tuyển dụng, sử dụng và quản lý công chức; Căn cứ T' WHERE id = 1;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:09:57",DEBUG,DB,"UPDATE forums SET name = 'Thông báo' , description = 'Những thông báo mới nhất của Mu tại đây' WHERE id = 1;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:10:33",DEBUG,DB,"UPDATE forums SET name = 'Sự Kiện Mu Online Việt Nam' , description = 'Các sự kiện nguyên bản Game MU Online và các sự kiện do chính các điều hành game phát triển và tổ chức cho các game thủ' WHERE id = 2;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:11:25",DEBUG,DB,"UPDATE forums SET name = 'Hướng dẫn | Kinh nghiệm chơi' , description = 'Các bài viết hướng dẫn cách chơi game, các thủ thuật để luyện nhân vật một cách tốt nhất.' WHERE id = 4;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:11:46",DEBUG,DB,"UPDATE forums SET name = 'Báo Lỗi | Hỏi đáp' , description = 'Thông báo các lỗi về Game, bugs, lagg, Hack tại đây.' WHERE id = 5;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:12:10",DEBUG,DB,"UPDATE forums SET name = 'Đóng góp | Đề xuất' , description = ' Những ý kiến đóng góp đề xuất được BQT lưu ý và cân nhắc.' WHERE id = 6;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:12:34",DEBUG,DB,"UPDATE forums SET name = 'Tố cáo gian lận' , description = ' Phong Thần Bảng những game thủ sai trái được cập nhật danh sách tại đây' WHERE id = 7;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:12:51",DEBUG,DB,"UPDATE forums SET name = 'Chiến binh' , description = 'Là hiện thân của sức mạnh và quyền lực. Trong những trận ðánh càn, họ có thể giết chết những dòng nhân vật khác...' WHERE id = 3;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:13:16",DEBUG,DB,"UPDATE forums SET name = 'Phù Thủy' , description = 'Có thể dùng các phép thuật để tấn công kẻ thù. Ngoài ra, anh còn ta có thể yêu cầu sự hỗ trợ từ những linh hồn bí ẩn' WHERE id = 8;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:16:33",DEBUG,DB,"UPDATE forums SET name = 'Tiên Nữ' , description = 'Là dòng tộc đầu tiên của MU trước cả con người và yêu tinh. Một Tiên nữ ở Noria đã truyền lại rằng họ có một vẽ đẹp huyền ảo và duyên dáng...' WHERE id = 9;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:16:45",DEBUG,DB,"UPDATE forums SET name = 'Ðấu Sĩ' , description = 'Đấu Sĩ(2 Đang xem) Đấu Sĩ có thể sử dụng một loạt các phép thuật, kỹ năng và áo giáp mà Chiến Binh và Phù Thủy thường dùng..' WHERE id = 10;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:17:19",DEBUG,DB,"UPDATE forums SET name = 'Chúa Tể' , description = 'Chúa Tể(2 Đang xem) Họ là dòng dõi của các nhà lãnh đạo, người đã chỉ huy những đội quân hùng hậu...' WHERE id = 11;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:17:32",DEBUG,DB,"UPDATE forums SET name = 'Thuật Sĩ' , description = 'Mọi người có thể nhận diện Summoner qua vẻ bề ngoài quyến rũ đầy mê hoặc, sự lạnh lùng bí ẩn và thanh gậy phép nhọn như giáo luôn cầm trên tay...' WHERE id = 12;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:17:51",DEBUG,DB,"UPDATE forums SET name = 'Chiến Binh Thép' , description = 'Rage Fighter thuộc dòng tộc hoàng gia. Là anh hùng thứ 7 của Lục địa MU...' WHERE id = 13;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:18:12",DEBUG,DB,"UPDATE forums SET name = 'Thảo luận chung' , description = 'Nghiêm cấm: Post bài viết về Hack, mất đồ tại ðây' WHERE id = 14;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:18:42",DEBUG,DB,"UPDATE forums SET name = 'Hội họp Offline | Liên hoan' , description = 'Nõi hội tụ những Thành Viên tham gia Game Mu Hãy nhanh tay Ðãng Ký nếu bạn muốn làm lãnh ðạo của 1 Club Bang Hội...' WHERE id = 15;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:18:58",DEBUG,DB,"UPDATE forums SET name = 'Cý dân | Bang hội | Liên Minh' , description = 'Hãy chứng minh bạn là chủ Bang Hội thống nhất 1 lục địa MU' WHERE id = 16;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:19:14",DEBUG,DB,"UPDATE forums SET name = 'Cư dân | Bang hội | Liên Minh' , description = 'Hãy chứng minh bạn là chủ Bang Hội thống nhất 1 lục địa MU' WHERE id = 16;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:19:48",DEBUG,DB,"UPDATE forums SET name = 'Mua bán | Giao dịch Account' , description = 'Tại đây các bạn có thể giao dich mua bán thông qua Ðiều Hành Game.' WHERE id = 17;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:20:21",DEBUG,DB,"UPDATE forums SET name = 'Quán bar Lorencia' , description = 'Nõi giao lưu, chém gó. Hay chia sẽ những cảm xúc của bạn!' WHERE id = 18;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:20:41",DEBUG,DB,"UPDATE forums SET name = 'Giải trí âm nhạc | Video clip | Phim Online' , description = 'Âm Nhạc, Video Clip Game, Phim Online... Nghiêm cấp Post những Video, sai quy định của Diễn Ðàn' WHERE id = 19;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:21:01",DEBUG,DB,"UPDATE forums SET name = 'Thư viện ảnh' , description = '' WHERE id = 20;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:21:22",DEBUG,DB,"UPDATE forums SET name = 'Cảm nghĩ - Chia sẻ về Mu online' , description = 'Hãy chia sẻ những cảm nghĩ của bạn về Mu mình nhé.' WHERE id = 21;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:21:59",DEBUG,DB,"UPDATE forums SET name = 'Sưu tầm và sáng tác' , description = 'Những bài văn thơ, sáng tác được mọi người yêu thích.' WHERE id = 22;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:22:20",DEBUG,DB,"UPDATE forums SET name = 'Thùng rác' , description = 'Hãy tìm lại bài viết của bạn khi bị xóa bỏ khỏi Box sai quy định nhé...' WHERE id = 23;",92,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:22:29",DEBUG,DB,"UPDATE categories SET name = 'Tình hình diễn đàn' WHERE id = 6;",59,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:22:38",DEBUG,DB,"UPDATE categories SET name = 'Khu Vực dành cho bài viết bị xóa bỏ' WHERE id = 5;",59,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:22:42",DEBUG,DB,"UPDATE categories SET name = 'Lục địa mu' WHERE id = 1;",59,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:22:46",DEBUG,DB,"UPDATE categories SET name = 'Quyền lục bóng đêm' WHERE id = 2;",59,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:22:57",DEBUG,DB,"UPDATE categories SET name = 'Cư Dân Lục Ðịa MU' WHERE id = 3;",59,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:23:02",DEBUG,DB,"UPDATE categories SET name = 'MU và Cuộc Sống' WHERE id = 4;",59,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:25:24",DEBUG,DB,"UPDATE messages SET subject = ' [Hướng Dẫn] Chụp ảnh màn hình máy tính', body = 'Chụp ảnh màn hình máy tính Xin hướng dẫn các bạn cách chụp hình ngoài Desktop bằng chương trình Paint có sẳn trong Windown, ngoài ra các bạn cũng có thể dùng các phần mềm khác theo sở trường của các bạn. Bước 1 : Bạn bấm phím Print Screen để chụp toàn bộ màn hình Desktop, Hoặc Nhấn Alt + Print Screen để chụp cửa sổ chương trình đang chọn. (nút Print Srceen nằm phía góc phải trên của bàn phím Bước 2 : Để mở chương trình Paint Các bạn vào Start > All Programs > Accessories > Pain Bước 3 : Nhấn chuột phải => Paste để dán hình vừa chụp vào Paint hoặc bấm tổ hợp phím Ctrl +V - Ðến Lorencia (tọa ðộ 122-110), tìm gặp NPC tên là Trainer, nói chuyện với NPC ðó, chọn chức nãng Tái tạo linh hồn. - Bỏ vào cửa sổ : 1 Ngọc Chaos + 1 Ngọc Creation + 1 Linh hồn quạ tinh + 2 Ngọc Soul + 2 Ngọc Bless - Tỉ lệ thành công là 60%. Nhấn kết hợp - Thất bại sẽ mất hết nguyên liệu. Cách ép Chiến Mã - Ðến Lorencia (tọa ðộ 122-110), tìm gặp NPC tên là Trainer, nói chuyện với NPC ðó, chọn chức nãng Tái tạo linh hồn. - Bỏ vào cửa sổ : 1 Ngọc Chaos + 1 Ngọc Creation + 1 Linh hồn chiến mã + 5 Ngọc Soul + 5 Ngọc Bless + 5 triệu zen. - Tỉ lệ thành công là 60%. Nhấn kết hợp. - Thất bại sẽ mất hết nguyên liệu. Chúc các bạn sớm có ðồ ngon^^.' WHERE id =19;",127,"C:\xampp\htdocs\forum\modules\update.php"
"2015-09-25 09:29:30",DEBUG,DB,"UPDATE messages SET subject = ' [Hướng Dẫn] Chụp ảnh màn hình máy tính', body = ' Chụp ảnh màn hình máy tính Xin hướng dẫn các bạn cách chụp hình ngoài Desktop bằng chương trình Paint có sẳn trong Windown, ngoài ra các bạn cũng có thể dùng các phần mềm khác theo sở trường của các bạn. Bước 1 : Bạn bấm phím Print Screen để chụp toàn bộ màn hình Desktop, Hoặc Nhấn Alt + Print Screen để chụp cửa sổ chương trình đang chọn. (nút Print Srceen nằm phía góc phải trên của bàn phím Bước 2 : Để mở chương trình Paint Các bạn vào Start > All Programs > Accessories > Pain Bước 3 : Nhấn chuột phải => Paste để dán hình vừa chụp vào Paint hoặc bấm tổ hợp phím Ctrl +V - Ðến Lorencia (tọa ðộ 122-110), tìm gặp NPC tên là Trainer, nói chuyện với NPC ðó, chọn chức nãng Tái tạo linh hồn. - Bỏ vào cửa sổ : 1 Ngọc Chaos + 1 Ngọc Creation + 1 Linh hồn quạ tinh + 2 Ngọc Soul + 2 Ngọc Bless - Tỉ lệ thành công là 60%. Nhấn kết hợp - Thất bại sẽ mất hết nguyên liệu. Cách ép Chiến Mã - Ðến Lorencia (tọa ðộ 122-110), tìm gặp NPC tên là Trainer, nói chuyện với NPC ðó, chọn chức nãng Tái tạo linh hồn. - Bỏ vào cửa sổ : 1 Ngọc Chaos + 1 Ngọc Creation + 1 Linh hồn chiến mã + 5 Ngọc Soul + 5 Ngọc Bless + 5 triệu zen. - Tỉ lệ thành công là 60%. Nhấn kết hợp. - Thất bại sẽ mất hết nguyên liệu. Chúc các bạn sớm có ðồ ngon^^.' WHERE id =19;",127,"C:\xampp\htdocs\forum\modules\update.php"
